crop,N,P,K,temperature,humidity,ph,rainfall
Barley,51,59,51,24.16971680839601,61.9298406040159,7.1598688893217615,639.6393583494894
Barley,41,52,62,25.248402306265902,60.67124504210662,7.466081193975557,516.3621038347566
Barley,34,56,68,21.40531593600264,65.50253279103998,7.535466505963804,588.712501485491
Barley,44,54,62,25.118039110033834,64.46868507607056,7.50905595187786,499.1603214843661
Barley,42,41,61,23.10278355835883,58.29303870454683,7.29022838083306,645.0278762245251
Barley,45,42,62,21.51283939205362,61.89185021098773,7.264907110848992,553.0876059506993
Barley,43,45,61,25.16217396160893,66.99408166834151,7.345628197064188,654.6148445171059
Barley,33,42,65,25.067749572036035,65.09414176357718,7.3329002856635555,611.9962218795741
Millet,84,84,55,17.717097552342594,64.64778772682195,6.879288258701508,1739.5332461435023
Millet,94,81,66,13.560735151560635,62.96489311992001,7.048543859521948,1676.6884118467688
Millet,94,85,56,16.533414300950888,60.25844121823868,7.212399330694822,1745.3272128778651
Millet,88,78,63,13.390033082072847,65.56197472383978,6.75416111356126,1703.6589340379337
Millet,96,88,63,13.547230744675465,59.772836682771796,7.060033100740241,1716.0098958288556
Millet,100,93,67,17.193467317229576,58.87302967145894,7.057876309927559,1741.638961602618
Millet,84,80,73,15.52095052616993,63.28110793338927,6.764584565815545,1616.9756368925268
Millet,88,91,72,13.134848331649454,61.7233733056957,7.21845930506862,1640.9947547373863
Millet,93,82,57,14.571173473968564,58.4956276665995,7.077954579955631,1663.2632565490694
Millet,86,91,69,15.006352407912729,62.71645544410068,6.868268993896648,1552.8577717578664
Millet,99,91,65,14.964309847845895,60.35976081744618,6.938153121001636,1591.571977132282
Millet,88,80,72,16.943380723294545,66.56211981159629,7.012203022198721,1670.7264521559616
Millet,91,88,72,18.56801795313957,62.42200185022188,7.258293860194192,1591.4075559868293
Millet,86,76,65,16.80258339790891,59.19877996687162,6.912335548592713,1725.1032475234329
Millet,94,85,59,17.331379536177316,57.682201219511256,7.298879441266431,1600.1601360521117
Millet,99,85,70,13.924161983524213,66.99792720122757,7.006011517454906,1554.9285038347075
Millet,94,80,62,17.18362191796181,65.53434403994723,6.883510848325514,1679.8810400143066
Millet,91,80,69,13.095115131464988,66.26134114967721,7.1764628295343975,1563.4673360316783
Millet,86,74,58,18.8278085211623,58.07873851922836,7.021811959536214,1659.332194785699
Millet,90,81,73,18.418837653155922,57.21254435665884,6.739125585808321,1687.6650467356646
Sorghum,97,41,59,17.789758625715457,75.21988662547105,6.098145349860884,1758.8763990691248
Sorghum,91,28,58,15.376586583632646,81.08908612220776,5.971210949671066,1854.2809024715673
Sorghum,106,30,63,17.990476432784025,74.33711823377539,5.829117475285008,1749.54864143745
Sorghum,98,32,72,17.74677915336819,79.63723153843898,5.868419461791291,1695.8290191488747
Sorghum,89,26,74,17.531562681732183,77.60008166519843,6.180095555939577,1863.4834556682376
Sorghum,102,22,59,15.449368921075568,76.05169487971467,5.986834793682714,1800.4306921101925
Sorghum,89,41,56,19.80867154501896,83.36887916384589,6.099797812301133,1713.4703442626715
Sorghum,106,36,74,16.59364263971777,83.86991114976894,5.895794731158683,1800.221269928277
Sorghum,93,26,57,16.86380037432864,77.1826158059304,6.2547038518391345,1701.8511718661014
Sorghum,105,32,65,16.25258407431086,78.88345707141548,5.81020387960019,1855.9275504450059
Sorghum,92,32,68,20.020092107789516,83.09639437418008,6.3820774097745065,1770.5881237349902
Sorghum,97,35,58,19.648210291602652,82.71747988190839,6.110557946245228,1694.4853693397192
Sorghum,96,31,64,17.922080766094282,74.29513331275835,5.923216007193392,1730.701165535043
Sorghum,95,22,65,17.9895403464799,80.57040078601172,5.889655277180733,1788.1836856411705
Sorghum,102,32,68,19.523113725656145,77.84809881739851,6.233431064277013,1756.697867502017
Sorghum,101,37,63,17.53603916930167,74.71288260113224,5.908497942011657,1758.6546863577526
Sorghum,97,27,66,19.619008282065334,77.3218789288057,6.255651394024714,1702.9630871468007
Sorghum,99,24,74,19.952506679816025,80.91710633905357,6.111025244832196,1823.6379269468075
Sorghum,100,27,72,19.82198848047505,79.47332674993508,6.320762906165109,1723.3837676466019
Sorghum,90,22,59,18.646999409060037,77.70963634791251,6.181705497432698,1879.8748601151203
Potato,100,61,90,28.815223141236842,77.98217553206791,7.432418695945065,1745.517261536417
Potato,97,47,89,29.781545388484226,76.30025027326084,7.406945038980553,1760.5054687439024
Potato,90,44,93,28.617811436050705,81.63073165205643,7.643407015076837,1627.808571402675
Potato,86,56,90,24.192401757614217,82.03424459949444,7.787166768933381,1673.4637642351433
Potato,92,58,90,29.252160384342922,73.43584438923409,7.502500421943537,1698.8759614868716
Potato,92,54,93,28.228459609160517,75.843729258464,7.748707808582135,1776.6206826623088
Potato,102,61,93,24.884284843759534,76.85261314945106,7.324987336563815,1819.0670182555652
Potato,96,48,81,25.946911057046364,81.13699293730217,7.668993690743737,1758.0281004369767
Potato,92,48,85,28.4604840319768,78.3211328711408,7.363089473144657,1787.040256671456
Potato,98,55,82,24.64528727081679,74.01650050875134,7.474640807720402,1684.7574557121375
Potato,84,50,89,26.44775521977854,81.647824008771,7.600506623008228,1756.675426345337
Potato,96,50,95,27.027180099833043,81.67035576195359,7.718498502436965,1794.0995939129014
Potato,100,54,87,28.441114198720733,73.87393250130548,7.41176781427577,1786.2598636044404
Potato,92,54,96,26.231200497479758,76.72800740341737,7.363226802007446,1654.7364586430099
Potato,86,53,87,27.163870663437628,78.31309625081462,7.282796424978149,1749.089354318945
Potato,102,42,97,27.1365668041218,79.68205127446392,7.226656407616661,1732.9408956825348
Potato,92,53,88,24.313063079883378,79.06048205554917,7.561958775360697,1697.61821558411
Potato,91,45,92,26.38621486049995,80.35639270969232,7.413163030003383,1719.835656103796
Potato,103,42,83,28.177059978662655,76.67060062102139,7.526552346513967,1775.8057308531052
Potato,96,46,89,29.130362430494625,82.59762739342379,7.642661691256553,1709.9961572722657
Sweet Potato,89,49,34,19.289934714454496,47.03376338895572,7.20002878795723,1125.7527191233642
Sweet Potato,96,34,27,16.58755746500781,46.66331307045206,6.830018879575412,1066.7469215525539
Sweet Potato,83,50,26,17.5548446986762,55.11239194114172,7.030754490128118,1178.2944774430362
Sweet Potato,87,37,37,16.70527035506898,50.17029114736447,7.097576994264956,1163.457071637899
Sweet Potato,97,35,26,17.664591321797126,53.46877871697927,7.118188632423938,1210.013103122911
Sweet Potato,87,39,41,18.986824778051698,51.653889213766234,6.800872703199484,1191.9697680550203
Sweet Potato,100,45,22,17.073510622424518,55.66043566856677,7.360192749699987,1065.0247932475274
Sweet Potato,101,38,38,15.270466972721058,55.96191843768354,7.091862364970531,1210.6386430565808
Sweet Potato,102,39,37,19.628649456542945,54.49595392846545,7.190021093271107,1064.6096213922804
Sweet Potato,87,36,40,14.313562985999521,53.32291901733204,6.812731527696681,1196.5706450737348
Sweet Potato,97,48,30,16.11802010631408,49.55780640515622,6.870418446354991,1183.0883429615544
Sweet Potato,102,49,35,16.648241753801063,52.49514598634211,7.267305702201693,1244.4481341427283
Sweet Potato,83,35,33,17.776090794408077,51.43748994302436,6.910529120834213,1137.8747173912782
Sweet Potato,101,38,30,14.861202136159514,47.372530736077096,6.995635415730458,1205.3127770807034
Sweet Potato,98,53,26,18.916468062858364,48.48983123354151,7.0273398625686845,1072.2247321077666
Sweet Potato,96,50,35,16.204804959112337,46.398600424342895,7.3040263254159585,1096.7394773841024
Sweet Potato,97,34,35,16.23114647622986,49.458382334773184,7.37665102439254,1172.5719106423226
Sweet Potato,92,49,33,14.661670524104474,53.7994104384971,7.176387531517917,1101.821882319428
Sweet Potato,84,34,28,18.062528437471116,54.02345583518727,6.894446496693266,1224.4375236184437
Sweet Potato,95,35,22,19.839818085513297,53.271770067144416,7.37123450069384,1093.4892589482495
Cassava,85,39,27,26.361753736785023,66.12442584107148,7.150750381786386,1245.5730373858396
Cassava,95,58,28,28.078842048958517,71.56542091141546,6.823903800519408,1369.5175573804668
Cassava,96,48,37,29.42748876948305,69.48332515412156,7.36196772019079,1373.812398637898
Cassava,92,53,30,28.34996993150922,65.47109882142843,6.866332602713187,1321.4820597741189
Cassava,97,50,39,24.445601426599353,70.40207211988027,6.878226158563356,1180.9392636818445
Cassava,94,54,39,25.3244266764698,66.2786545982308,7.350207354351399,1279.1919694704231
Cassava,97,58,31,27.428124104965384,69.60482280735403,7.105340520854424,1290.3618134137682
Cassava,90,48,36,29.00125091796744,63.92449813741952,7.26850863452511,1262.4333443667128
Cassava,93,41,39,24.87116806207902,67.41134080657983,7.090189565177202,1288.1481149630781
Cassava,83,52,34,24.17976302831197,67.60317743660083,7.231132708963841,1371.2578700564534
Cassava,90,54,30,29.619463810952983,63.157696245210175,7.243556635414704,1307.4722818766975
Cassava,95,40,30,26.78114299993167,65.08304963107503,7.292198341110665,1370.2330422110617
Cassava,84,55,25,28.14163895595157,71.00418569738132,7.351325066484707,1353.3502576973492
Cassava,88,47,33,28.703091712830734,70.59296018399347,6.835901202846317,1207.926779936853
Cassava,84,56,34,24.735888540231795,68.32939221880277,7.14456039881801,1276.017258714587
Cassava,87,56,34,24.832514287817446,70.77010445499866,6.907627534983601,1273.2880476287232
Cassava,91,41,41,25.442583250680205,66.58217849977618,7.017744155796089,1209.0910232297556
Cassava,86,44,33,24.202886293842504,62.00097801915743,7.021321866638809,1336.0827076740638
Cassava,93,43,37,29.80984978614812,63.749058915605325,6.879529053211115,1285.2979232993823
Cassava,96,57,32,26.89268997070584,71.73237871605627,7.201773823411168,1225.0023187004456
Taro,32,93,85,17.24096143634808,53.72893705324754,5.360606057080831,848.6390395443859
Taro,25,93,77,17.732332406711038,53.314512789141354,5.383995684214763,824.574387035357
Taro,29,79,83,20.14915370667528,50.577762630277725,5.363364942778427,746.8351799324507
Taro,31,84,71,16.166868232155327,57.4060538536896,4.986639158926614,835.4439175940248
Taro,25,94,89,18.134437405457344,58.962459050246316,5.1661298961145,752.9378995170226
Taro,21,93,75,19.819306451247265,58.12748432973459,4.917329935327667,921.1601648113842
Taro,15,87,82,20.723647392027583,59.43247512081135,5.268251924000713,770.8828041506799
Taro,17,78,75,17.91221675150809,50.657222590532314,5.271855185712519,755.610184070279
Taro,28,91,90,17.485880068987424,56.370039542459494,5.317969437732429,890.3251556492097
Taro,21,91,76,19.28148307848005,54.073597903623025,4.936933158744453,845.4962351477171
Taro,27,86,76,17.118832648375925,53.913498894548916,5.053432934288869,793.9058855553565
Taro,23,96,89,19.94020410035985,53.43083675381848,5.343039804538733,765.8293360137767
Taro,21,95,81,16.97785049097049,52.161287443456935,4.837121588336162,776.5289084136606
Taro,23,87,90,19.96239263848139,50.32529025554894,5.2292516157807505,874.3427236151041
Taro,31,90,73,20.77848791140189,56.264651317307646,4.93347250525247,855.7106793202119
Taro,26,87,75,19.68106174243626,53.890865778844564,5.333352199597679,798.504502935195
Taro,31,80,80,16.860712709521536,52.36334677473109,5.02095468399075,921.6775932958911
Taro,16,82,80,18.683601847567108,52.7466351911511,5.3731868779903476,802.7166640572628
Taro,18,91,84,20.20176446657633,52.05299685564645,5.32641721752832,776.2785629434535
Taro,24,96,78,15.435225799045888,56.62985420683368,5.280530388294681,755.0594334173211
Carrot,80,37,70,18.14257981752069,77.31039789508539,7.3183160224330175,1778.25187923012
Carrot,86,36,85,20.217836194825566,83.09658226546526,7.484709810732321,1697.3852233820385
Carrot,93,46,68,18.671973519300092,82.02621319580142,7.148735494456636,1791.1601345817585
Carrot,86,37,81,16.472425059055034,74.5729730948741,7.312052662999776,1723.1423295506293
Carrot,92,32,70,21.80859778061772,75.97740540577989,7.063623100625218,1825.6636874793285
Carrot,91,36,73,19.695126526433004,75.01587947272002,7.450348816804142,1704.8886630175564
Carrot,80,37,83,20.72533416087534,82.7249099812272,7.357612656122716,1697.7001229101545
Carrot,75,47,74,19.590944700238424,82.93267201169569,7.026349850776791,1747.107112648235
Carrot,89,39,82,19.663355438158316,80.86313009776111,7.10475593326618,1697.5875563357902
Carrot,90,47,72,21.632283354632396,80.45866981340255,7.028465979471519,1756.5339627059598
Carrot,87,35,83,18.379459511607415,74.26081621369003,7.532343622121613,1744.120403625296
Carrot,76,39,69,18.62252497138998,79.26419292228317,7.386261233289459,1701.8293896258945
Carrot,87,31,71,20.255170164938875,82.42421826931695,7.377120172037383,1729.6114341657149
Carrot,79,48,71,18.345100723667237,78.1798931272551,7.384912848888457,1791.5063665024793
Carrot,91,40,75,18.436853651003595,82.37415188018441,7.126306521570591,1737.2950599621965
Carrot,77,43,79,19.365844970657808,74.4239985039616,7.172233888626616,1811.6124560011947
Carrot,87,44,84,18.208531485565594,81.24593665981982,7.596716972027287,1655.8070494116535
Carrot,75,41,71,16.031887434372333,79.42872429457968,7.301987510942126,1640.235423047075
Carrot,76,45,75,21.38728597616303,83.88325989460347,7.015950620868274,1695.4124232668746
Carrot,89,36,76,19.610516254726566,82.28523006210571,7.052189792046152,1813.2237014770526
Radish,76,32,15,20.13587283996099,50.3802488931198,7.023112056594121,553.764377278992
Radish,79,19,21,16.47565072221483,53.98784714433643,7.28217319997608,510.95258358874935
Radish,83,21,19,20.71718341114979,47.59867490545662,7.028964114249394,603.285096752398
Radish,70,20,33,21.12868232768491,48.13393300150366,7.460716669516713,602.9184402896436
Radish,84,18,27,20.326174468745467,54.883873920523996,7.499767623145974,512.9292785877383
Radish,84,25,19,19.741037167807633,53.91363130391972,7.482304426000189,632.1742595120583
Radish,74,27,25,16.502385788487754,52.28358944082527,7.005501293252049,620.9177736729415
Radish,66,22,16,16.972304108242167,48.98821922528228,7.4428279412757545,465.7672009100778
Radish,80,32,30,19.68864511198353,48.14071533954865,7.075088993732598,654.5966340139629
Radish,69,26,25,20.822140628861934,50.78063356422814,7.047531771828157,526.4582922729913
Radish,78,20,25,21.06981224926126,53.3008219364093,6.959582489032191,637.7176694258301
Radish,76,15,27,18.708758767940285,52.83651612519706,7.218735073141725,479.37656182122953
Radish,69,30,26,17.97748341043726,48.297388646833134,6.991068468964385,491.3908211622448
Radish,77,33,19,17.123611529761966,45.91915081027593,6.917269835968916,657.262535321232
Radish,74,16,33,20.589028851282578,53.17481303920614,7.1430561853080485,545.750302993627
Radish,71,19,15,20.86814260162772,48.553388048127026,7.2685208655693225,655.3700984558336
Radish,78,33,25,20.09199803056035,51.98503719126294,7.461173603649716,554.0004717171317
Radish,69,26,25,18.71325728581118,54.23311557361602,7.26852237934761,615.5939986283931
Radish,70,19,26,19.519508698421852,45.862325933582504,7.124089959361121,464.4514555249607
Radish,80,18,17,21.61918549350583,52.598022103525174,7.114388899155599,587.3946362958683
Beetroot,15,38,47,27.158324183719827,85.87701505748976,5.31335810875069,1501.0341897139106
Beetroot,29,39,40,27.81363152026988,78.63643638886663,5.637174912072238,1507.9223194023104
Beetroot,15,52,36,28.645777438952273,82.97723357304707,5.398834506930042,1493.8950885033448
Beetroot,17,40,46,32.89177907181052,83.90205943361757,5.156562188999718,1626.776101596607
Beetroot,21,53,42,28.137821213617165,83.64889140508465,5.32613282382025,1622.043603852419
Beetroot,15,34,49,28.479834327238652,85.37232358874205,5.205584331926221,1602.9558554994333
Beetroot,13,53,39,27.933263920032182,81.58979872915756,5.529619283114199,1581.959278936359
Beetroot,30,51,46,27.108464102326256,82.33592494005057,5.457700177160441,1617.309193171165
Beetroot,12,46,49,29.97317762803594,77.74835123226292,5.413900586115943,1487.085273089201
Beetroot,16,50,49,28.9244085999609,78.36623750788917,5.350228246272602,1653.8738230055496
Beetroot,30,39,35,28.593145892455098,82.72762617615861,5.257367138364588,1550.0779652718634
Beetroot,25,35,35,31.399855912457937,76.76060303478738,5.318478161078287,1489.5234168729703
Beetroot,27,50,39,27.519519791951186,83.34293187749076,5.592954628346243,1605.1699774532437
Beetroot,13,51,36,31.17222227777072,77.67005289158267,5.24686559066627,1610.507653965694
Beetroot,22,48,41,27.44031030173212,76.21662114627149,5.446650060529739,1508.8045968960598
Beetroot,22,42,45,30.308861028363133,84.54051245124455,5.333209306620962,1467.477172883132
Beetroot,12,44,34,27.800507031320898,76.26517334061698,5.283373897953637,1477.7273887888985
Beetroot,28,44,39,31.296441502212048,83.00355986121686,5.145310260926676,1581.9826427951818
Beetroot,25,49,49,29.4308111963106,85.74673061096092,5.229677400486202,1639.5296267772019
Beetroot,29,45,35,29.200646240581758,77.94966417964511,5.629235157459998,1617.8181277098083
Spinach,33,44,86,29.449031968540076,50.99725450952493,6.619149013802346,886.2959858935104
Spinach,25,41,79,25.742715955160953,49.44161081456593,6.773936828586224,1006.1290136155014
Spinach,30,37,80,27.04007175920733,51.38362589198124,6.663905586918079,997.5377450342817
Spinach,21,45,84,29.62788148146802,46.24057589532845,6.972006902447429,927.54379460994
Spinach,16,47,80,27.954694316213757,52.905387970377745,6.892858180372975,1009.8819003911588
Spinach,25,33,74,27.629879062009117,51.141511079473815,6.601628807478902,886.9111178614186
Spinach,17,32,83,29.064279860626243,54.43116287859158,6.707791685158306,890.4000272461857
Spinach,25,48,72,24.181810401041005,46.612166757789055,6.705916478687599,999.6263389256467
Spinach,23,36,81,29.22093452264616,54.23968917939821,6.43197966415992,1033.9896331730065
Spinach,26,41,76,29.487435462717542,46.25876595599794,6.704049111861133,907.8101712093533
Spinach,27,42,87,24.694896592133038,45.49068164628328,6.474693207049215,880.5298059658148
Spinach,20,42,73,27.484625304621694,52.56251311062831,6.849367772128614,971.5359877346284
Spinach,32,45,74,24.339722297906793,50.45299930624441,6.858898200911916,1058.3056137046353
Spinach,28,47,74,24.74935958773044,54.582979388820156,6.610002684461852,894.7874483119073
Spinach,25,50,75,25.75021217937746,53.46285784943885,6.451721040969112,1059.8696756598563
Spinach,32,33,79,29.22932643611707,46.545230369788264,6.952626083922191,905.3483960487648
Spinach,14,33,84,28.420330816447724,54.346967922658806,6.640930877472103,934.3030125581502
Spinach,15,33,76,27.62614110774492,47.387187321615066,6.532482745634765,982.0235310252514
Spinach,20,44,78,27.7823736991815,49.206961418024584,6.480284211957773,1043.6557636509956
Spinach,25,46,86,24.953928785757654,48.264658864691626,6.742453940466997,1024.2500849422513
Mustard Greens,71,103,48,26.718407336173158,75.33544600282424,5.96952647166779,1001.1006423517908
Mustard Greens,72,89,63,23.33860852596679,75.04652423114057,5.902238763192905,1123.2190507131804
Mustard Greens,71,98,58,26.370295068490563,75.99695419740983,6.025191565577424,985.8795834805072
Mustard Greens,75,86,62,28.24146830500674,71.81955131860902,6.183816203191167,1152.2182297977838
Mustard Greens,75,87,64,25.896074278361976,77.98522101265596,5.900812401919934,1163.0261723259443
Mustard Greens,67,100,62,25.701570843355594,79.9549430958906,5.962398301109161,966.441625688645
Mustard Greens,83,93,50,28.07636508388657,72.30173748453294,6.183833851568993,1012.4050727463742
Mustard Greens,75,103,51,23.295064037749878,75.02365535715329,6.185454952679998,970.3456106923356
Mustard Greens,76,94,63,25.23070265578131,78.57381654019561,6.05282404152901,1076.45712560254
Mustard Greens,76,98,62,28.40248828304718,79.33211577955518,6.191593169154213,967.3287067688168
Mustard Greens,79,101,59,24.047896462813437,78.43474162079178,5.852004168628202,997.9651668407558
Mustard Greens,69,90,53,23.331418511538278,79.25890008095689,5.938192271803484,973.3721775775923
Mustard Greens,86,98,61,28.515783938283775,70.0115910109619,6.296691452877619,1154.8365391311
Mustard Greens,78,105,57,24.96073394446522,78.42014289117161,6.1198264498790795,1068.077445062851
Mustard Greens,74,89,59,27.574604627608245,76.85424982202915,6.133294066673135,1089.7179802083624
Mustard Greens,73,97,55,26.699373796451045,70.45790992368674,6.06420884580619,1129.58324119479
Mustard Greens,84,90,64,25.915257949390472,72.58176391917665,6.39305275315768,1158.658568557097
Mustard Greens,83,105,64,27.511627558626845,70.88335773783854,6.036939994815825,1080.5714510037697
Mustard Greens,75,94,66,24.227248406400193,70.08964030687878,6.008437977953666,1150.5146051498918
Mustard Greens,83,92,56,26.66234288963105,70.29881262883116,6.130500552441198,975.8830823074655
Lettuce,71,11,16,19.456767013502073,81.44915775956474,5.253821125830598,2282.1077722365676
Lettuce,85,23,28,15.200148822278235,82.96071414041118,5.464111109645733,2302.4295437249175
Lettuce,79,13,28,16.994598873037774,83.81581383528085,5.327952117831992,2125.93171758852
Lettuce,73,22,12,14.781083300876194,80.89732167759482,5.307348811389824,2239.634718786731
Lettuce,78,18,20,14.755612660789659,83.64324165317444,5.609143811403996,2299.586395315949
Lettuce,76,26,28,14.695536723965837,80.39405461662191,5.7518875219276095,2317.569727527868
Lettuce,73,28,11,15.219816340223709,81.63966553394754,5.392015880895077,2175.680215772974
Lettuce,80,16,13,15.461207457296195,77.72636984298667,5.564371495156336,2260.430401185635
Lettuce,76,13,14,16.78525243556878,84.18842496417369,5.4169466205796875,2309.490210060806
Lettuce,79,20,15,17.458408321237933,82.93392711547298,5.350763575681761,2261.1137939120135
Lettuce,78,26,10,19.24301135032123,85.7718478522873,5.68274635478633,2319.6295397082963
Lettuce,82,20,12,19.37867837562836,77.212334005615,5.686282266063729,2171.0522679524734
Lettuce,88,12,14,14.357266042328018,78.56349603550302,5.539102615102885,2279.126760393074
Lettuce,77,27,21,16.046142226767206,84.34316925759748,5.2537655578625015,2275.0781698473515
Lettuce,81,19,26,16.838237777824432,84.37716811359842,5.380245745709544,2141.48981069442
Lettuce,76,15,14,18.624459508607607,85.24857288438764,5.364866452794611,2240.7615872278348
Lettuce,89,14,24,18.061478194145813,80.00151655896457,5.5917873672149625,2188.1691978407225
Lettuce,87,25,23,15.197547428597733,81.62042502377646,5.498737737398915,2303.5353586081164
Lettuce,79,24,25,16.878719517842313,78.48303952314087,5.590856935491061,2222.343049441334
