crop,N,P,K,temperature,humidity,ph,rainfall
Corn,38,58,27,25.170830893889914,53.39322532017713,7.388107958942848,1175.0456658743387
Corn,40,48,31,25.032570866149314,59.47592263950834,7.225471891902748,1132.2440636969095
Corn,27,48,29,25.08238209210646,60.11438828649146,7.793116178359613,1058.230991272537
Corn,36,66,18,23.58196077581171,60.39243629688074,7.253768807795352,1168.6156206318444
Corn,39,59,22,26.547453585957285,58.6622597121201,7.773478127230572,1153.0463086643467
Corn,40,53,18,25.335365388956628,56.25536869411175,7.773345951278384,1106.0502904887603
Corn,31,51,22,25.233046319717456,59.904353974607844,7.76261523153325,1162.8153678126562
Corn,27,65,30,27.48914244785689,53.53493003761892,7.460155803970061,1054.630529787596
Corn,27,48,31,23.83463871422594,56.83790156258912,7.462441147594037,1155.7886651598478
Corn,33,63,36,26.913669440843883,56.13130930916408,7.763126838010537,1218.953125895694
Corn,33,48,36,23.196536437888547,56.30102272224818,7.232852944233014,1196.4433591519391
Corn,36,47,22,24.585304141273742,52.53201403069907,7.2850566660463345,1130.4623113767145
Corn,33,58,27,24.973671177731127,52.1770322007141,7.519991187117438,1105.950398843647
Corn,24,57,29,26.346122697105187,55.601308699165116,7.244962260965574,1106.3975581075
Wheat,86,37,59,20.958310582611492,38.20344861194223,7.529211163679651,876.4653044641395
Wheat,85,29,68,22.900795959365976,38.708783609456304,7.055256049158803,829.0525287501955
Wheat,83,35,73,23.07269032443284,40.84990401273599,7.412635404796714,802.5138999765095
Wheat,74,27,68,24.09460379018148,37.23231590335876,7.290919527098642,752.8626591890911
Wheat,81,36,74,24.789799725262412,38.09820889611582,7.081035856275087,710.2793539721188
Wheat,88,37,65,24.920691886513012,40.108116883275244,7.481872551525771,706.8427080311111
Wheat,78,41,56,24.854745782026242,40.28242468421629,7.132011914845675,729.1089098596663
Wheat,75,23,74,24.85678190199502,44.40961699868214,7.072678769991553,837.0851503944027
Wheat,84,30,65,25.135539217603682,38.61790814568417,7.087150192722357,840.5815966802152
Wheat,78,27,71,22.3930944316077,38.008436958870625,7.009862899508035,742.745721209486
Wheat,81,29,63,21.00927774912391,41.9430935564683,7.1212155991208625,805.5967474749243
Wheat,82,41,73,21.98800644109247,40.855535847734316,7.336205131410048,765.1994388360695
Wheat,71,39,56,23.141959774733696,39.807774929392366,7.048869335613834,816.7031806141661
Wheat,71,30,71,25.337388544021653,37.979470613833875,7.4905491588281565,786.218454642491
Wheat,84,24,63,21.815065477394207,43.314512212155115,7.038974765287134,767.6007541052325
Wheat,77,42,71,25.8446511185778,41.30052279831175,7.062931518795754,748.2172679314452
Wheat,83,37,70,21.85010409495906,44.68395827321645,7.498010863977895,851.4918959337714
Wheat,83,37,65,25.162937378842944,37.30270413125156,7.160309520748961,770.743157808437
Wheat,88,35,66,21.24055713664928,43.89634667461248,7.156048000437822,867.8268180689018
Wheat,84,27,57,23.78734726034121,38.15871259114944,7.1931853110700805,728.6775575982826
Barley,67,89,84,14.193417731339919,45.63258713096163,7.029777136881716,857.590254752086
Barley,82,104,87,14.512179595938552,45.86589143136797,6.780220381006939,903.2953110793547
Barley,69,92,89,13.004830625961164,45.01866584274944,6.783551125702487,892.7104269782918
Barley,75,105,76,16.91132200320003,49.317717188619305,6.85041509015851,794.2880085560199
Barley,74,106,74,14.373330894983894,47.75180757191622,6.948742637071755,800.2695616441328
Barley,73,90,75,15.250784998072682,47.133136829429425,6.839428164016253,887.6147321595075
Barley,82,95,75,14.3491691265075,48.12520766917354,7.076922016381161,887.8527987816378
Barley,72,107,83,13.136323426584983,52.81199762246828,6.982027626639942,778.916412973666
Barley,68,90,83,13.978426229634014,54.16688299084629,7.2216224297197,771.484848630989
Barley,80,101,82,17.974742167943422,50.83338453212677,6.818178123784586,769.8820560620532
Barley,67,91,79,14.586433301485576,50.52602850993656,7.118674074741567,737.3649337482713
Barley,74,91,81,12.323230345968788,50.838547119706696,6.985052307327923,789.1748758387031
Barley,79,107,78,14.036650120210592,53.64548965034444,6.796404416670722,866.3271361396492
Barley,71,100,73,17.952198334535744,54.28463794114869,7.061305975165468,717.5754676084773
Barley,74,93,73,14.696775394387092,52.52370300501044,6.945549616937763,743.3968248937814
Barley,69,103,85,13.036457339996579,47.52761650771375,6.7209836511666285,852.0407522649597
Barley,82,102,91,14.083530439322569,51.04393529569953,7.056569092785242,822.1085567970626
Barley,81,96,84,12.81491697471393,46.18832181202373,7.091246301513277,747.5493771709155
Barley,80,104,85,16.28950462793125,50.08209109061234,7.100566306341003,912.7848524362189
Barley,77,91,79,13.19422286115924,48.653788845849945,7.210441903482448,911.7430589845122
Millet,69,84,56,17.958760579959975,62.29428608912149,6.201365703328895,2120.7635362160395
Millet,52,93,61,19.750428769350677,59.98225366239075,6.453429016361332,2187.336355404746
Millet,54,100,59,17.665895841582497,58.070708003182595,6.418852589729781,2082.3875497338904
Millet,68,89,63,19.15028595304215,60.32766241645366,6.663354654999297,2064.87188760682
Millet,67,96,65,18.425145517005394,55.34892729552201,6.398420907056583,2076.3124843409846
Millet,65,89,67,20.877378950625157,55.36450382515244,6.282499210731727,2248.366726200237
Millet,56,101,69,20.916796801224685,55.132850646016415,6.245248990291487,2227.6211699882547
Millet,63,102,73,18.46560716492971,59.44588929978287,6.6768701709476925,2139.5849745110177
Millet,60,85,73,17.59983545756174,63.86557491433044,6.305931789422432,2062.7892594273253
Millet,65,99,71,18.06419713964378,57.45434000075646,6.58633735831207,2237.4134800879547
Millet,62,96,69,19.820914492412015,55.783142923250864,6.7849867972356925,2151.3250384358785
Millet,51,102,74,18.74185798585019,63.430421865225355,6.354183467767251,2220.8914199649707
Millet,67,85,56,16.146668564126074,57.826780864241044,6.214857360962711,2051.2219684919046
Millet,52,87,73,19.726748435065907,57.93358847269328,6.231850505818939,2098.0831356470635
Millet,55,95,70,17.485946619944322,62.72511753928413,6.25030025594176,2151.105993690149
Millet,50,91,55,15.86863084703112,60.91614784873896,6.46463724322555,2145.9876183791434
Millet,68,96,65,18.44046624476043,60.99418987902311,6.465411795209125,2171.0226135555044
Millet,57,99,57,17.33224199795143,56.4751414557213,6.546727815866422,2248.2143118695726
Millet,69,102,74,15.614715566731142,63.313756637391656,6.781300355540024,2112.9614179356936
Millet,56,85,68,17.7790211531835,60.49668520640161,6.352850899836709,2057.973995790534
Sorghum,82,70,49,21.50594823083638,75.08426080825576,5.309485957589895,2305.2178030418277
Sorghum,89,73,41,19.811714073344735,76.99446563693287,5.562011477811874,2388.416087129966
Sorghum,76,62,36,19.420002880338576,74.82481653480238,5.5722285473129185,2465.33467546164
Sorghum,72,77,43,19.231246244021776,77.80492963589066,5.231157432485931,2306.8085599670108
Sorghum,79,74,39,19.139945505384365,72.21135758413642,5.425555221075052,2338.9280333125325
Sorghum,85,81,50,18.14286839122708,77.66562408870017,5.239863601338927,2315.7925498376003
Sorghum,91,66,34,23.58546712276572,73.85994564760287,5.321766315067242,2434.214394124333
Sorghum,89,71,48,23.132350225049816,78.67721074322176,5.2912598842862915,2404.228531001853
Sorghum,82,63,49,23.52216550428661,75.60566630219299,5.600122643500564,2422.2123332726555
Sorghum,81,73,42,20.04242898400555,76.83291226913474,5.2801055753517305,2447.389804815252
Sorghum,82,75,45,21.749600294472025,79.21811646570596,5.655828729828039,2444.1954015136816
Sorghum,83,76,41,20.616073502346367,80.1042975566777,5.515930347340086,2317.1529156647725
Sorghum,90,75,45,20.66564316879981,77.1849168983128,5.69631377540005,2350.1896997842036
Sorghum,72,78,41,18.2253881910801,79.60267425042314,5.53389046213431,2444.3495529196784
Sorghum,81,66,41,19.19713999208311,78.99174501827666,5.69852946775936,2297.5781155553195
Sorghum,73,64,46,18.728870973318195,81.3814062178822,5.328331976124632,2425.004714966358
Sorghum,90,64,42,23.390644852163806,72.22931201283178,5.236416915563357,2355.2640779416784
Sorghum,87,71,45,22.19351181151247,73.4210258047751,5.654408532699633,2271.5812631111476
Sorghum,88,80,33,20.223598041278738,74.51391753674226,5.393310919683261,2383.1402368751515
Sorghum,91,69,32,22.732029765809465,73.00725682291119,5.49586112743924,2355.8263369430206
Potato,76,37,76,28.0972608567509,74.15156244490586,5.937582295252094,1411.0799680579912
Potato,59,38,90,23.671402880087502,80.31410107394207,5.921806252694388,1515.485054591411
Potato,63,43,76,27.44321779678126,78.59024547948856,6.332213854372662,1431.887989175783
Potato,62,41,85,26.691013483035327,75.26302395498644,6.232533148820313,1468.3640702041778
Potato,65,27,85,24.26201061336666,75.82963291520421,6.040978799559401,1550.8826707802452
Potato,69,46,87,24.145382411296254,79.62016513046204,5.956598965760455,1567.227858590106
Potato,74,45,85,25.77013265501495,83.50602386510585,6.151233646155019,1597.4634543621423
Potato,66,35,89,28.15034469997846,74.2579311468618,6.249537550896113,1406.4403554577148
Potato,65,41,73,26.33243861549099,74.51125103581434,5.885751037835453,1556.5252594513995
Potato,77,29,78,23.639468182338568,75.89826381099337,6.3163224198704375,1536.4590024122351
Potato,59,34,85,28.271298383051047,82.72013883183801,6.214717240945213,1432.2735124236592
Potato,71,30,73,27.936235594196894,80.5055038387594,5.812463182253212,1424.3671136264597
Potato,61,46,85,28.08501671785094,82.70326216600768,5.962442851862284,1568.4104287263947
Potato,68,38,80,26.64579104261272,80.78587547334233,6.005703708270027,1594.837648001503
Potato,74,46,80,26.974869755893,75.92036871716356,6.309478322834318,1579.6242294624815
Potato,67,43,83,28.15585124109659,75.87336731532973,6.2120578426408795,1418.1845655004365
Potato,73,31,71,27.48136169452545,79.44387433387942,5.953955460183888,1509.0551020641485
Potato,74,33,75,24.804835962083974,79.16815078919393,6.024884667876074,1501.4380314724394
Potato,74,28,72,25.52766480734335,79.72108738843339,6.000054949744218,1558.0539897432814
Potato,68,27,88,26.028737648481687,79.98823069924917,6.02338451361221,1605.644342979852
Sweet Potato,72,97,55,32.44232108435205,73.23386506181443,7.305610550790451,1934.3577275832622
Sweet Potato,67,98,36,29.932619325619754,77.24163631550141,7.373637071726853,1878.1273205726643
Sweet Potato,79,98,45,29.37779122620494,72.59101801291604,7.171493943025444,1814.3836260681503
Sweet Potato,79,95,52,33.76045519786852,74.6553294319096,7.15352861424886,1861.4739154656065
Sweet Potato,77,96,47,31.055200005898875,78.92512831821377,7.456275190987751,1849.047743235029
Sweet Potato,86,88,52,30.773158586803795,78.67727940345453,7.623432098211947,1848.9679620707175
Sweet Potato,77,82,36,29.040967753862972,76.58624044048358,7.433663712310606,1799.1421710625268
Sweet Potato,84,83,54,32.93283059303246,81.01003764319802,7.587050380100241,1791.143159254134
Sweet Potato,77,86,45,33.33974536599983,80.8314890474508,7.6675100024932465,1770.6643551973382
Sweet Potato,84,96,41,34.26617680438704,79.11792957199808,7.15878002782038,1772.1741074955723
Sweet Potato,74,81,54,30.047530720294006,77.49819617199437,7.689513474176658,1876.3202253595823
Sweet Potato,86,89,52,29.44793336526215,73.28448486263247,7.210027778498033,1817.2317860478472
Sweet Potato,85,87,38,32.62747346285818,74.9186612506617,7.319143032775458,1804.0811142238267
Sweet Potato,72,87,38,29.085450202758448,72.52333825750782,7.5719792496814105,1824.0567121362255
Sweet Potato,69,82,45,30.49510494939639,77.16845679035524,7.592095811497645,1893.4263420555399
Sweet Potato,72,80,45,32.36663283558839,72.06413088007767,7.410136783511025,1810.2259000871966
Sweet Potato,75,83,53,33.93846050315062,72.976395235681,7.2280091311229775,1939.6404766514402
Sweet Potato,75,89,49,31.553035343465027,75.229383121614,7.684034677831409,1815.4600007554286
Sweet Potato,86,92,44,32.14567464891498,78.5833124478969,7.6607342909915825,1936.3744581709116
Sweet Potato,70,89,38,34.60576265467175,73.31761118393732,7.439298316225635,1931.008291948861
Cassava,30,66,79,29.848641272804503,57.624183682481295,7.212507146896706,1084.0725301120806
Cassava,47,62,76,33.374787601178355,61.79437039799272,7.444192959460512,1082.8740603088047
Cassava,32,54,66,33.278201067618554,57.77487107143204,7.206074013154545,1080.715611717491
Cassava,45,58,76,32.30273689046843,62.69229622663129,7.328633710783329,1010.6750471736725
Cassava,36,65,65,30.718247081719333,64.86684146262768,7.289675884788036,1076.7229604077947
Cassava,34,68,77,29.09552448992124,64.56470275141675,7.488232737624917,1143.466402841046
Cassava,34,55,63,32.51855388532261,56.2616800645136,7.561743426849603,1042.5227676948518
Cassava,38,56,60,30.306393445823144,63.85697710337773,7.20601589138522,973.0504071312102
Cassava,42,55,70,30.07429442222533,58.02080833955192,7.2424734483223805,1042.9545720244712
Cassava,31,63,77,34.680457473109655,63.67800362370869,7.358968482500391,998.918112399396
Cassava,44,72,70,30.112121265409055,61.15432434749353,7.35457962613769,958.7232820471479
Cassava,47,58,74,34.791923218787545,65.41558530929478,7.3980874411108095,1119.7158586683015
Cassava,38,55,66,34.63303038365519,64.49124392349142,7.426384298291658,1030.4549443280573
Cassava,32,59,78,30.00764362469945,56.861679319438906,7.266346225556156,1010.2795784318791
Cassava,33,69,61,32.04262374619575,64.1808338435795,7.181591006758432,1062.2385517336718
Cassava,39,53,65,30.621739176478165,59.70266338118803,7.391811788147063,947.2630614826862
Cassava,42,72,74,30.469650727191986,65.7741779715982,7.212284365041137,1138.0928557644993
Cassava,37,67,69,34.08865950505094,59.556679923239756,7.538038145578149,1143.6228760291174
Cassava,48,63,69,31.40297848327941,63.24039070199114,7.051010761878427,1059.5272890468243
Cassava,39,61,69,29.844526513238144,57.90148676134611,7.275239025122823,1004.6340321959193
Taro,33,21,51,18.912815132671376,88.8007571640955,7.062269931601445,836.4977940773184
Taro,36,26,47,18.22194324982739,80.917101093591,6.960117844148808,709.4389439586353
Taro,45,32,34,15.761146465152688,80.434707378145,7.278393001677809,731.7557720852122
Taro,51,26,34,18.76253330427873,81.83651339298589,6.906204201939668,735.6634961512702
Taro,33,32,34,17.352558215670943,81.67760516385486,6.91778205136853,862.3583434622005
Taro,35,33,52,18.6066767951335,85.23358739804232,7.212095520707048,736.3854735756028
Taro,51,18,43,15.014471532874932,87.75124405355874,6.853840338958996,768.9373975049657
Taro,45,29,51,19.2932159327617,81.74990661746521,7.399543823540366,864.4950348024188
Taro,40,25,44,17.9254322632426,83.838242995078,7.067943640252743,736.2262445046892
Taro,39,19,35,17.558361600640122,81.83498634453545,7.098755323297555,882.1367758680299
Taro,42,21,36,20.333915439275454,86.8253798123133,7.034530395026975,791.4855259067438
Taro,47,29,49,19.408720792042256,86.60841341914012,6.879718002811424,710.0816416674554
Taro,50,15,50,19.26697779643368,84.98041654527012,6.904767781755684,756.4482289412996
Taro,48,16,36,19.508031282874022,80.45784853434024,6.918671633042015,701.4356846589724
Taro,50,16,46,19.652674576721417,86.99264575299951,6.904358238225159,735.652722830669
Taro,50,32,39,17.994176251894295,87.20858312545602,7.109546194751806,764.0700453773948
Taro,40,24,49,16.000953432176207,87.69914943882588,7.153754103425902,847.9695298852245
Taro,47,22,51,20.617994020499342,81.03518652180011,6.8828526621222075,727.5652124398744
Taro,51,20,42,16.731645948253192,80.69085472270763,6.824874786710202,829.7679246626275
Taro,39,16,52,16.455331331037755,84.3790739176311,7.00188554016615,835.1929004937509
Carrot,40,40,15,19.529770724810053,78.41332693318132,5.068504482345383,2228.066326899034
Carrot,38,41,28,19.739697631878492,79.37064295078174,5.333250451065485,2369.871910616751
Carrot,24,39,27,17.53528181055921,79.19963168939393,5.4837490297050175,2325.6452972657926
Carrot,31,49,23,16.620754412952625,81.52671096702024,5.447353671449276,2270.9617600491983
Carrot,25,55,17,19.306854119155034,84.00514099668455,5.239729451501712,2298.1614226603774
Carrot,42,41,16,17.222771421453626,78.46078368485499,5.38059710048369,2213.8213898189742
Carrot,32,45,25,19.81704328592341,82.49208349214095,5.319890282169094,2217.005824290519
Carrot,40,57,16,18.58662458930779,83.97578702383367,5.103646756479293,2368.966323232919
Carrot,40,47,28,15.155201013272032,76.97826564188078,5.035371005067874,2204.585433290643
Carrot,30,56,24,17.26637034320922,84.22384373621377,5.309287020129986,2254.500494247096
Carrot,24,52,22,17.20935125379959,79.7038662720362,5.381258766996169,2372.634199878958
Carrot,30,50,12,19.359413950659206,78.29916020945356,5.47842024221098,2377.8861448934463
Carrot,25,55,27,19.13388332768686,79.28388728916339,5.100806179585058,2294.898406848029
Carrot,36,51,22,18.338386083840263,83.44442504159025,5.583696903014334,2260.8632161948362
Carrot,39,39,29,17.088591258430398,78.59610683227349,5.34516392830377,2254.8284030340365
Carrot,26,45,18,15.86402665938214,81.50714231698694,5.28745557153241,2264.280076936324
Carrot,43,53,22,16.41260218212616,78.52150915444713,5.093757525216966,2348.960115798005
Carrot,29,41,22,17.330950735031738,84.21452259487035,5.571935861757991,2264.4827784057143
Carrot,32,48,12,16.91065687424974,75.00580784752206,5.070374475605999,2191.6365994707944
Carrot,43,38,11,15.725260425950728,82.90908567447349,5.000150938098706,2250.7741603504446
Radish,24,80,63,17.07381109927094,78.8228455418993,7.108332944129277,2075.7982366133665
Radish,24,77,59,14.974154455222775,84.12044106051528,7.160491494180152,1989.9149144789556
Radish,26,81,57,17.82260376682226,77.78886360602982,7.0946398530200545,2101.228769902147
Radish,28,80,49,16.51743875089782,85.9105771484482,7.195142715344288,2087.1540105696427
Radish,29,81,61,13.552176113232191,78.21133335388663,7.5485823281814195,2164.782158193426
Radish,30,65,63,18.81059493215823,85.20539701792514,7.562005583440589,2147.0776809349304
Radish,22,82,57,17.76462920423681,79.58945685706956,7.357654096590333,1982.898790870126
Radish,26,79,62,16.453414455533306,83.56656692764112,7.231489859905611,2085.0764781579333
Radish,24,70,64,18.920160914743878,81.45827430864014,7.2958920217858765,2107.5408569480574
Radish,32,70,48,14.94231711772139,84.63631846089817,7.383587395576119,1977.2321594294954
Radish,32,73,52,14.850190932143374,80.88539801551354,7.349072891326381,2106.7779169828696
Radish,21,78,63,17.045156003155384,85.10367264497991,7.328679685360603,2140.756662484965
Radish,30,69,54,15.876074737025471,77.61816018835556,7.141415513298125,2011.7326547257762
Radish,32,77,54,17.3525050172145,85.19279480864694,7.136642969758719,2052.6278040990833
Radish,15,67,55,15.155628833674147,85.21818972250428,7.272176484302935,2141.2601220320744
Radish,15,64,65,18.235271726842978,77.75010425728598,7.048804507326256,2071.963967636552
Radish,16,78,51,18.996945717305675,79.24738951932885,7.518307833626885,2074.75855927266
Radish,13,80,61,14.699154045866935,84.44325242168271,7.423039204378048,2159.6597302995588
Radish,17,65,57,15.897499998336322,84.69766326628647,7.125247668670901,2085.5247727584597
Radish,14,77,53,17.094556635702,86.70050458449266,7.5341479606916595,2072.97244190631
Beetroot,67,93,89,14.954607422433472,52.760486058640936,6.102935701886606,2375.0234317615987
Beetroot,71,98,91,14.940514561623747,56.27985259757828,5.9861907318211,2367.1067461010925
Beetroot,64,92,75,15.472616223592759,59.85970734555504,6.172083935175979,2478.6224794878995
Beetroot,69,103,75,19.423631489036072,56.2310443462695,6.373049492693816,2388.0811096115754
Beetroot,74,95,74,14.007540757862749,55.81328140633363,6.35218404038522,2448.4997961216013
Beetroot,71,89,88,14.166291765698826,51.02151462453447,5.949386022248574,2307.2715938072565
Beetroot,68,88,83,15.436315416864055,60.80924866981798,6.090537307251629,2431.7917249022275
Beetroot,61,86,74,17.530234377875807,54.68775762637591,5.921954495726228,2437.8757628240664
Beetroot,78,90,92,15.787015764650592,51.780198927174865,5.996857562373146,2389.235261226923
Beetroot,64,85,74,17.259823581985717,56.735209634169955,6.1682725739863695,2460.7289012550686
Beetroot,75,101,87,16.37291673897275,54.60871825084475,6.070144587933776,2356.4439725662132
Beetroot,61,102,88,18.37726838863297,55.976322860109235,6.331976200593254,2341.2893159758514
Beetroot,75,94,82,17.213841136933926,53.02865303107105,6.044350896032271,2380.377272057158
Beetroot,64,99,84,17.195485756739053,56.72673476026663,6.469697575163786,2343.2599750821378
Beetroot,75,97,90,16.7384925774804,58.21428723597726,6.358056080571846,2444.52621488918
Beetroot,64,90,93,18.171241665472582,55.62681115578814,6.309606803049886,2427.3569669433887
Beetroot,69,97,92,17.291865791389995,54.13020575640428,6.48798740709055,2296.169458729687
Beetroot,76,100,76,14.51852054205476,52.18076174459192,6.400203606238194,2367.2983130436046
Beetroot,69,98,83,17.7256808211119,52.34009877921168,6.401133732235219,2312.5611267896165
Beetroot,72,102,89,16.436101836063457,59.4833282677755,6.303667315518669,2373.5550440901425
Spinach,40,73,58,35.48456333797316,78.47819760412854,6.330539384388643,1232.995315141103
Spinach,54,82,60,35.95714503010496,72.33902279606437,6.072836674227326,1241.9204204619186
Spinach,49,71,52,34.18809352465953,79.69524424688595,6.024809881093654,1303.654274016155
Spinach,52,66,52,31.592215190756555,77.53405706924062,6.376605086825254,1252.6569644002072
Spinach,39,78,52,35.666697011903885,78.32214585325906,6.193854857764053,1331.025155312787
Spinach,50,69,63,36.97806406591744,74.92069002738953,6.2915854125534265,1218.4073789296215
Spinach,42,75,59,36.83303043631475,71.67829159671483,6.0428324976927925,1237.8343383382787
Spinach,39,77,68,33.521105859455034,80.06659867416444,5.9909217900702725,1350.3009177566742
Spinach,53,81,60,35.48579459839188,72.3380043967754,6.245980422544024,1277.2599199075348
Spinach,37,76,60,33.898173247580715,76.36659234257263,6.178156759085643,1324.6729353111295
Spinach,37,73,53,34.37935124783226,80.32718726474235,5.928165672406475,1161.1629017259315
Spinach,48,69,58,34.53701593751902,73.05709179999805,6.320451283140808,1191.1569047136193
Spinach,41,73,52,36.83806412229028,79.0796403167168,6.280996436518683,1213.7351558720743
Spinach,42,66,64,33.585199818480405,72.52026567349195,5.924818590111946,1190.6533192956942
Spinach,45,74,60,32.79300558537013,78.42028787408586,5.817752487741445,1169.5510337548742
Spinach,54,80,54,33.86650280024977,72.92381935484383,6.1200329630969,1187.4950869036181
Spinach,37,75,67,31.981272315989425,80.80818439684644,5.860532107068816,1208.902251257666
Spinach,48,63,68,34.00921957141946,76.62612861013814,5.942481955671807,1195.3053203048466
Spinach,42,66,64,36.56713229935424,76.3735790424724,6.087820706252695,1340.1224877578227
Spinach,42,74,49,32.063811700808806,79.4478530286171,6.248199478716654,1327.42927736779
Mustard Greens,69,60,32,16.008498667059044,80.56581861806698,7.146099590612689,1494.3494204755139
Mustard Greens,73,67,28,20.569005380533667,85.75133984304159,6.903381966274828,1412.6821390773664
Mustard Greens,58,55,32,19.761084999685153,81.38037401630274,6.7610739800794395,1454.66444367618
Mustard Greens,67,58,25,19.9088662446031,81.85507248128789,7.144858421018858,1567.348215291527
Mustard Greens,59,54,24,15.265944908363151,78.86312661985994,6.678427661347135,1467.707982581969
Mustard Greens,72,58,31,15.019007898018694,86.5441767725076,6.785116675168454,1441.145851384478
Mustard Greens,71,59,29,16.07443495011149,77.38942464531922,6.780701642973149,1525.9131913744332
Mustard Greens,66,61,29,18.34770027030953,80.12137493510927,7.082020623112963,1476.8829233197569
Mustard Greens,56,52,39,18.303386767038766,83.92387067050905,6.860570602359728,1476.1890038672154
Mustard Greens,68,53,37,16.899484921517615,81.7488485126083,6.796433926477864,1481.1315194204249
Mustard Greens,60,67,35,20.73455486374361,84.49964737133458,6.748134029557986,1537.2117382734273
Mustard Greens,69,64,38,18.60405634245418,81.54465017760718,6.925904061033744,1518.4962093847062
Mustard Greens,69,53,26,19.66497012496341,85.30014769277244,7.125277903150193,1457.2911057557037
Mustard Greens,57,67,35,20.17748032566999,81.391095764135,6.82929059129094,1459.3601469992689
Mustard Greens,55,69,29,19.88660010862188,81.21877662073243,6.897057450346047,1456.700118065624
Mustard Greens,66,70,35,16.857731366282657,85.08378069213359,7.04116329680852,1543.2700871045458
Mustard Greens,65,55,29,19.63673951024967,81.58500516027961,6.688651544402037,1484.3980591977338
Mustard Greens,67,57,26,20.982515733028023,79.11102298766279,7.1595596795889715,1586.6427054718906
Mustard Greens,62,55,35,20.01521550370147,77.54171840891148,6.665284929270392,1475.33570240292
Mustard Greens,67,70,32,18.858450016064232,82.00253131604049,6.831489083465113,1437.3552550957909
Lettuce,35,76,92,13.15561704561792,89.400216006058,6.263436547947035,1986.2047893244437
Lettuce,40,76,95,13.685017327437158,89.7880309674303,5.91761270698758,2005.213604986267
Lettuce,34,86,88,15.971225414088064,89.2836230873445,6.1635491478947175,2147.7360809147585
Lettuce,39,69,83,14.60236912122944,86.68109053781461,6.092252947077492,1996.2158885697668
Lettuce,34,73,82,15.38916689100421,83.02134807811186,6.169130337198384,2130.0810152137974
Lettuce,26,68,81,17.096599857957898,85.03146452560571,5.87489208350944,2037.5657499128574
Lettuce,29,70,80,17.57914229914399,84.68185498444602,5.792207565386764,2174.0574451660214
Lettuce,21,72,79,12.98089045309224,87.06986750872908,6.069161025194448,2108.5958105290597
Lettuce,39,84,97,13.868668382906666,83.57236670597221,6.085527744162949,2112.505894558069
Lettuce,35,79,79,14.451066841497749,89.6938830986756,5.864054408605982,1997.0090403954216
Lettuce,29,76,87,13.20091522003739,86.02134182080434,6.0816238511083585,2000.7124789707468
Lettuce,40,77,97,12.417680063737027,87.84764015983573,6.107305810609255,2097.593360588161
Lettuce,28,70,85,17.578871885263613,84.87892880879194,6.202219586360267,2116.8775269770936
Lettuce,31,83,84,12.925742024046002,89.16626172732171,6.128542782370006,2130.1763629717216
Lettuce,34,76,79,16.28519717308621,84.00983768559736,6.26952439873232,2147.852637306425
Lettuce,32,78,79,12.357467613875292,86.45914939856067,6.121285043368702,1997.4373740640592
Lettuce,35,74,90,14.190597500788694,81.44075070657068,5.982394991567446,2159.206913109177
Lettuce,35,83,93,15.875448425792133,89.40414143112645,6.270981386226742,2065.3428947002267
Lettuce,40,72,81,15.664964535657854,90.70988622579787,5.708761938435627,2008.3370053816882
