crop,N,P,K,temperature,humidity,ph,rainfall
Sorghum,53,92,63,30.091968024908812,48.47834891910344,5.458276244063851,2372.470037244794
Sorghum,49,100,63,30.337109047644052,51.4151780603294,5.477410468301865,2354.076024243996
Sorghum,58,97,64,26.46917758517684,49.39254997353493,5.3304498546664245,2391.651416315317
Sorghum,51,103,60,28.000035815431552,52.59740934216654,5.316282398707837,2279.978310280217
Sorghum,55,104,68,28.247976504208218,46.21174540631554,5.110972874915313,2302.016509725556
Sorghum,51,90,53,25.021125186788186,52.53233380583871,5.153839535543745,2314.4546193199144
Sorghum,56,104,70,27.576493492907886,51.051820941829575,5.02111875410214,2331.4793816796523
Sorghum,56,88,68,30.646159275292867,50.65342390390986,4.904443042983653,2454.5237042380477
Sorghum,52,106,62,28.81520155130358,49.03775550276376,4.959312757194794,2298.6640067330995
Sorghum,59,89,64,26.15168931819412,43.36931186953675,5.165488000264298,2417.8480545328034
Sorghum,60,106,58,29.486107817890876,43.05943206054861,5.1773022611635025,2313.6852951575734
Sorghum,60,94,57,29.2524747951554,43.02753128660582,5.0983596502908854,2471.1084720524855
Sorghum,43,88,70,27.9614889620823,46.57088002633122,5.429378994214183,2385.8910455106343
Sorghum,48,99,64,26.745004751354635,52.67813290955651,5.312505612760507,2445.0436975219036
Sorghum,54,90,55,27.415241758031684,51.86751905259703,5.314368481055445,2287.468773534251
Sorghum,51,89,65,30.01817783097546,50.68936663997156,5.213393829198529,2444.471244075106
Potato,97,79,100,32.33880716648858,56.75748504771289,7.158279272704052,917.7794330722095
Potato,105,60,101,31.96555934559738,59.39152706960013,7.573736065893772,931.6491610360852
Potato,97,77,99,27.56727002333794,61.22459067945648,7.305752554126331,917.9579089010557
Potato,106,74,103,29.71161835077727,55.37702592310596,7.575485407223852,891.1209724562697
Potato,108,75,85,27.683977002974267,58.20029642973993,7.331120701185882,881.1870355684142
Potato,97,78,86,27.50955417034585,59.81008642601532,7.537135169515453,865.6888505253208
Potato,93,64,90,31.974164426752928,64.82340708551159,7.452891100766737,910.67478413942
Potato,90,79,85,27.107129926570614,59.99587330364193,7.425614956182465,1060.04816815952
Potato,95,71,95,32.6261674192653,59.49518945565646,7.388800876525692,951.5474349062612
Potato,91,66,99,29.444442380922872,60.68648462341084,7.31962630155591,986.4921856715594
Potato,108,64,102,30.687653589960927,58.87423024174395,7.130238564456654,978.5644700579619
Potato,105,67,86,27.974765422394057,64.89559850107356,7.14107686902056,884.365768722088
Potato,107,64,95,29.34988179608097,62.865413759417905,7.030500778065166,871.2200647894821
Potato,100,74,102,30.824511797186197,63.41719388844304,7.430919796472096,1028.3776353946046
Potato,90,63,94,30.154690345713778,56.96426875070783,7.08414863124463,967.7586531092147
Potato,97,65,100,32.13718605345074,56.809185709142916,7.554536772633176,972.1770182821485
Potato,108,70,89,28.79965959023816,62.80995664030636,7.276069848175364,872.7802712209574
Potato,105,71,103,32.18835164803011,55.25486535111906,7.5696174288280424,995.2877112632646
Potato,94,77,92,28.28631786855464,55.66671215666506,7.500773995452549,932.4624094130062
Potato,96,67,89,30.236467761623533,62.8682214907795,7.381390372609677,966.3532273824676
Sweet Potato,50,94,61,33.4405750418005,61.805556052934,5.875484836236375,2393.8826876959415
Sweet Potato,61,97,61,31.510181430509455,54.18029975184542,5.844410815639934,2341.058366692241
Sweet Potato,53,99,55,33.08987557183477,54.988194741647746,5.811892135149166,2374.0080507585444
Sweet Potato,57,95,71,31.912444871697467,54.476549260878926,5.9309963923994236,2379.102593309977
Sweet Potato,58,98,69,32.307275410544754,57.72709528172142,5.767796112450333,2265.0767869266756
Sweet Potato,62,91,58,33.63234645390187,57.941727329057144,6.268887775995802,2305.1980764483824
Sweet Potato,62,85,53,33.76164726786654,61.6619737311636,5.807136731006853,2243.0417393943085
Sweet Potato,65,94,61,32.488121002012214,63.2245137181086,6.090422997564469,2262.9564901036174
Sweet Potato,59,82,56,30.704063766951542,62.107549804784135,6.256737535860226,2275.8941119855303
Sweet Potato,56,97,58,29.40781337683354,56.67729510072923,6.2588209347383215,2405.5661571381906
Sweet Potato,54,99,59,34.32224991546781,57.21103002367211,5.759266671353006,2264.4634560356576
Sweet Potato,56,85,67,31.722328220858525,62.26620218099062,5.72478306526401,2347.186128401998
Sweet Potato,62,85,70,33.96470487098783,55.41045737098634,5.836950356399638,2264.3223220503864
Sweet Potato,53,80,64,31.240784816298547,63.975262854407006,5.705116074674836,2326.624440918924
Sweet Potato,64,89,58,29.143387247032194,57.53573110395064,5.878727783278183,2421.338828136208
Sweet Potato,49,90,61,32.32210667669418,61.825895459863276,6.003360524213189,2329.3143646120584
Sweet Potato,61,92,53,33.9413017376508,60.22102093315745,6.292267332250133,2329.4458722114587
Sweet Potato,66,83,69,31.748070870975795,61.722006648027886,6.255072679313304,2375.319574880996
Sweet Potato,58,92,72,30.056840660859596,54.01907006316967,5.834841997075278,2288.881495531847
Sweet Potato,58,86,70,31.92613560660698,57.93285207952556,6.146760632578601,2293.481199374609
Cassava,27,57,43,22.50203014367193,39.94697926728067,6.594286623343694,2108.083204576382
Cassava,45,68,38,19.810340162397523,48.51762900137733,6.261609830552843,2229.779423081902
Cassava,45,69,36,21.591830306813726,44.922579453954185,6.641769912431774,2264.830131931434
Cassava,34,65,44,19.01936339838571,40.90613694263299,6.605391796850428,2127.280672177957
Cassava,45,56,52,20.354675755419333,46.87402611764263,6.530580617764029,2095.055051528354
Cassava,29,59,53,19.164101175984364,43.09382283430367,6.222685755969372,2141.167425353006
Cassava,28,68,51,20.39622801178478,39.687106713944225,6.235696636744737,2104.513702562674
Cassava,30,62,39,22.772452000331164,41.291832692940325,6.792503011954163,2251.2614960990013
Cassava,29,51,53,23.268589541533885,39.57193659954508,6.454527308023062,2183.6430096779245
Cassava,44,51,38,21.764897741009147,44.93721830556822,6.620117483829745,2148.4722218467487
Cassava,40,58,53,18.209510334701054,43.581981380738675,6.337769206507699,2235.98286543163
Cassava,40,66,42,22.935035165384022,45.20515132946265,6.653650311056496,2085.0551694190467
Cassava,26,56,47,22.712469022278874,47.58538771251455,6.434723365828061,2236.058922636347
Cassava,30,53,41,18.196587890435406,42.34864284849674,6.4867530149718355,2111.1792049405226
Cassava,36,64,46,23.16783448572537,40.29661156152377,6.213727487129609,2112.2691308741314
Cassava,27,68,50,18.90943603863053,48.410291516031755,6.211542630954998,2116.6185766893277
Cassava,27,68,42,22.74794568922117,41.453513909478716,6.244480831747881,2235.4093390181433
Cassava,33,55,53,22.26323136583527,46.700811251496155,6.444115480203594,2257.624917257986
Cassava,28,58,48,22.974825492331128,48.94390531960832,6.2696483748004574,2253.0412961539646
Cassava,40,59,42,19.90379962583256,48.79261679709937,6.41274338359915,2183.914133199779
Taro,15,87,41,23.870165847087307,89.60398681050197,5.8882874082535475,1458.6768015481473
Taro,13,89,36,24.88288127160909,89.60220298673174,5.976278830204771,1627.9085091904817
Taro,13,94,37,22.722773763570626,87.06235646073021,5.7564512137424755,1473.608386748151
Taro,15,89,41,22.013275327429948,90.89842259703804,5.421366322644829,1567.5553001105454
Taro,16,81,30,21.821388925188018,93.56370866693399,5.51730482553283,1613.250475851819
Taro,28,91,48,20.26765470061076,86.68762964093365,5.664388446306469,1532.4161456497957
Taro,26,85,38,23.02876100277431,86.31484941061952,5.563612572441638,1619.3290680608543
Taro,27,83,44,21.752067078072116,89.4883681197002,5.45693419460682,1512.734682415061
Taro,25,86,34,21.514978316764612,88.31566854821085,5.70400692647465,1514.472116478721
Taro,31,93,44,24.93922699407095,88.64021960470126,5.48751026676764,1451.9623485153395
Taro,26,90,42,21.717521361922756,85.00451858705144,5.531832500672939,1637.7973261576135
Taro,27,77,30,25.259445055187168,93.4999654799051,5.931077845130627,1553.542305763821
Taro,30,81,45,25.148608143041358,86.17211322166109,5.739525300302914,1627.6929798518443
Taro,16,82,37,23.935025434031715,84.51924763549552,5.514639729946272,1486.199487421155
Taro,17,90,32,24.100394288916725,87.33455719113864,5.698180815596295,1572.8510074403184
Taro,31,81,34,25.022374728655734,85.47926709241295,5.543100622673118,1595.3272666177136
Taro,13,95,35,22.381446314259577,89.15639284987601,5.52322945562108,1456.546579170408
Taro,21,88,39,24.981789414895466,84.57683998425397,5.484078202812763,1522.841362714679
Taro,31,90,48,25.950527195495848,84.2091525725934,5.448331054657912,1554.9011590677335
Taro,28,95,39,24.012806231517494,93.0634692581985,5.650279756756126,1463.6179328707617
Carrot,50,69,50,23.481278514810725,63.10189710338003,7.197057437129082,946.5482725787452
Carrot,62,69,44,26.345807890172814,71.41638551978619,7.152348815577968,1098.2525481287053
Carrot,53,56,55,27.50816336701385,64.16867937258148,7.382954263158221,1075.5520078948946
Carrot,52,71,42,27.184060458431155,69.22666419848288,7.6888757830509284,1077.9101766799645
Carrot,62,70,57,27.32717848884675,63.918207576662994,7.3764158346793405,1080.4432906723607
Carrot,49,71,54,26.569504450529763,70.85037805897016,7.169452697702975,1097.7299288874544
Carrot,48,72,58,22.338215982306018,68.43521670020351,7.4944656776480265,973.4198769298707
Carrot,62,70,59,25.130396739246144,70.45404027796064,7.258183807273782,1119.7155501417608
Carrot,48,56,57,25.06090392154234,66.32680763233432,7.172542676608617,1085.6312869491137
Carrot,50,66,43,23.185641955536337,70.11700098091985,7.64057372158765,967.2255038546621
Carrot,61,75,54,25.796285728802644,72.94064492761443,7.447153315909686,952.114537758639
Carrot,65,63,57,25.522340797152225,71.81148190731476,7.5515107602480995,1062.2635330793548
Carrot,49,60,56,23.940415520322983,67.45328098185195,7.475147918661546,1040.570952567645
Carrot,55,65,60,25.39798670926532,67.16569534089423,7.455347455446358,942.4289568273467
Carrot,59,58,56,23.346204053164854,65.02292548233424,7.414647275153683,993.4718002173474
Carrot,59,70,58,23.31027125334685,65.063728417322,7.202712059440945,963.6148196068675
Carrot,50,56,46,26.927352956457725,68.89384355007864,7.458697729231157,966.5900846616925
Carrot,46,60,52,26.319847416721892,64.90273284678639,7.158956969809068,1017.0369770111834
Carrot,60,74,46,24.531843794119663,67.99525027169445,7.522023382691447,1081.2172010018437
Carrot,49,59,60,27.074184626362957,67.94199484311594,7.672881307751593,1099.6112372680448
Radish,89,15,15,19.131796045163725,55.0156318882639,6.2867828740780105,1678.0605551263586
Radish,87,13,28,24.521993427662736,58.802404755480254,5.825946174567422,1709.315674062313
Radish,88,25,23,24.413391549306706,62.41710568832117,5.83063986886633,1606.0600284160598
Radish,99,26,28,23.7209483431652,55.08923483798631,5.7907869429232806,1729.6241048077823
Radish,84,27,18,22.317901643731393,57.005281933318024,6.171666445688365,1610.0596451862327
Radish,94,28,13,21.794025114076987,56.709557404875696,5.913460552227689,1585.325812892331
Radish,88,13,32,19.28160371754584,55.912218684320585,6.25312279974125,1598.7352136193042
Radish,92,11,30,21.162360955298695,61.12612222693247,6.263878903434515,1699.5370570589575
Radish,89,10,26,22.866530766143935,64.62693263678958,5.77407561796339,1620.568884658595
Radish,100,17,20,23.4223104057071,56.667754455803646,5.757723018043407,1698.7104347896284
Radish,83,23,32,21.53224963556871,59.72242384268481,5.812923064332479,1587.7123914152521
Radish,91,25,19,20.326032843751126,60.955323560598316,6.104116546286793,1722.0696625525466
Radish,94,13,28,24.17527191869632,62.9577583112068,6.109182767558917,1658.5246086329894
Radish,82,29,16,23.753068672937715,55.76087657712737,5.737530577381959,1608.687092780448
Radish,86,12,15,23.063289040172968,61.27863398383414,6.179636538582019,1591.4887083210624
Radish,85,22,19,19.478375440155784,58.562346093521285,5.777169608876357,1607.8820335074288
Radish,84,17,24,19.018707984938146,61.090280963187595,5.718753120230232,1659.968034879783
Radish,85,14,28,22.49978381925215,58.53048072408341,5.853463287784565,1570.2194361607485
Radish,84,13,29,24.99874428578345,63.50689129884181,5.742980635159555,1656.1907872257746
Radish,92,22,18,24.27499871574695,58.678667410813375,5.735507288473011,1751.2229982357285
Beetroot,38,73,81,27.14730041069784,38.28495810602542,6.397929650986787,1590.8668862745212
Beetroot,36,76,73,28.670277464441707,46.39287823636042,6.811084756274531,1539.6378470259328
Beetroot,34,83,80,31.934071795675283,39.61668955139059,6.79149405148088,1429.2290366962588
Beetroot,34,84,87,27.077160425829653,39.28193696254837,6.8526335004660535,1451.2981267693865
Beetroot,38,67,74,30.04114676436484,39.9102465215435,6.7201322748932215,1454.72541164843
Beetroot,39,81,86,28.71554106789322,38.20681278454975,6.635482461298297,1546.8706683650707
Beetroot,26,65,72,29.050889586712458,45.227952368353286,6.3967978835634245,1604.4942209893889
Beetroot,32,80,76,26.040537311701488,40.269853819234726,6.300739224479239,1467.3000863506618
Beetroot,36,77,74,29.002316029829004,40.23935591828846,6.732323405199101,1527.50428776603
Beetroot,26,76,84,27.84610328126256,45.713865036442364,6.375831541355786,1494.7341366233147
Beetroot,28,77,86,30.627162159218145,44.46593744510211,6.370944003226274,1560.6923697312548
Beetroot,27,70,84,27.300154535170904,38.57209154386039,6.778098588250703,1504.1748164084797
Beetroot,37,81,86,30.94792481094183,37.00958063406765,6.465025349694139,1486.5959541596571
Beetroot,27,82,73,31.46074059455956,45.795226223060766,6.817032067037757,1533.5637950606697
Beetroot,32,77,88,27.02215074241441,40.722839898845244,6.5341885296449425,1463.6228419421195
Beetroot,29,84,74,28.910392245906813,41.384582191363755,6.84346439871628,1537.0921925043253
Beetroot,25,73,80,27.496688763038918,38.72021077239267,6.687855487394401,1603.7486922157582
Beetroot,29,68,70,29.299039640171586,38.97496830899373,6.525401970866874,1433.2315954064088
Beetroot,40,75,89,29.546664530152075,44.29235031779736,6.762783545320554,1603.5803927002823
Beetroot,41,72,73,28.66782888456128,38.62784013872341,6.4554955573193995,1462.5480518430254
Spinach,79,39,96,35.94226738827902,67.84518666272314,5.849976944152633,2139.9429892568382
Spinach,73,47,91,32.30541942589378,76.3248893371679,5.599849136456501,2170.3957831593684
Spinach,85,46,83,32.19111514074056,68.48267258059072,5.914426571823177,2285.665363557065
Spinach,89,49,90,34.514763793073755,73.05367381618336,5.745332039145842,2318.291935695383
Spinach,78,51,88,35.88356138653515,67.50424859617684,5.948013810572222,2190.9450777835373
Spinach,85,57,97,34.59825744953085,68.64434478761021,5.9389624597355075,2174.7595511797226
Spinach,84,44,91,35.38783193517929,71.18063512900099,5.68647751009074,2187.1725548731297
Spinach,76,42,83,31.45708762783614,67.86642667267465,5.728762944456773,2307.144077311331
Spinach,89,54,97,34.43291488394912,73.30827920098596,5.867948035322675,2230.7233536876056
Spinach,87,49,82,35.04533758519445,74.31739504761839,6.096081242757123,2193.7656324697095
Spinach,81,49,83,35.93724114878384,73.52385495448814,5.6071371681290465,2333.062435990039
Spinach,78,50,81,36.259677227033634,73.00295181348265,6.042866867369341,2298.854371672581
Spinach,75,41,91,34.859469646578376,74.60444327642797,5.637186010076012,2201.177006831872
Spinach,89,48,86,32.772175860333846,73.43678059313639,6.051525041270799,2189.078712781296
Spinach,83,56,97,32.227481655234904,69.08841461921668,5.97335497429141,2307.3455390014947
Spinach,86,45,90,36.86536602997516,68.22911591493832,5.57053713429241,2190.4644312541504
Spinach,82,50,96,33.67453483767857,72.79591471913461,5.5080861388408,2212.9645523748695
Spinach,79,45,91,31.64476904274148,67.32832127468672,6.074775518545726,2253.4296178141262
Spinach,76,42,82,33.57566563764517,72.78885813095634,5.978245465538499,2187.405993270902
Spinach,86,51,87,36.07551275558268,68.2215420874703,5.7012025679141995,2309.0852489223867
Mustard Greens,53,49,55,32.54987539054882,80.73223621203466,6.977323545647051,544.6134816675334
Mustard Greens,52,50,64,30.43403494985461,86.79704737739253,6.610481874668176,487.86503960839474
Mustard Greens,38,48,59,32.13152331875717,82.37204191627163,6.5045737899026195,658.4973137228067
Mustard Greens,48,54,54,30.469475184041507,82.88147904128519,6.740225029927881,536.3820338968637
Mustard Greens,49,49,69,31.713610082791508,83.69182531208537,6.80214468743302,563.5595122197795
Mustard Greens,51,49,63,30.41456123297177,85.12258792098714,6.979896580387236,565.6703436050545
Mustard Greens,55,38,58,32.34970756141097,88.09377019202725,6.538925796914633,610.9097100017907
Mustard Greens,56,50,55,31.753012269785795,84.98146016115746,6.595115436648425,636.7313206625411
Mustard Greens,38,45,56,32.20486817808878,83.89882934471089,6.636691597644835,560.8847596568602
Mustard Greens,48,38,56,33.3673236447926,86.07476064232434,7.079842395625945,500.83972230952213
Mustard Greens,52,49,55,30.034315840299076,89.74323812595496,6.625709986237748,486.6184509514767
Mustard Greens,56,53,70,34.15430193500071,86.5040891992057,6.63089805545189,596.9038130906874
Mustard Greens,51,45,61,31.72967166782121,86.93571802409775,6.629076371229214,538.8970144553641
Mustard Greens,44,47,66,29.693713206888077,88.44855722660768,6.623307386021969,650.1595966625712
Mustard Greens,52,53,62,30.718152633162717,82.41362713774467,7.019127087634596,664.3234774095953
Mustard Greens,48,47,71,34.09099748391879,85.25549162967619,6.815378894750145,601.8389252342513
Mustard Greens,51,56,57,34.119958427271406,86.9009812459443,6.603801587251691,501.94171478948226
Mustard Greens,45,47,59,30.27561666894625,87.90082870711838,6.708626836328141,514.8938345189559
Mustard Greens,45,47,54,31.107162341536256,83.37968407623835,6.74851296496544,668.4451168791056
Mustard Greens,49,43,67,31.71054467170813,84.2993176390335,6.856556658763779,604.1000999300159
Lettuce,99,93,32,29.653183841407802,85.04207589073815,6.150011337148537,1926.6971592392504
Lettuce,88,89,23,30.711623519593527,85.02402970203273,5.8258824668774825,1887.9958002479757
Lettuce,89,81,35,30.43429703154862,88.18916429533981,6.259491282415538,2020.4035909204633
Lettuce,85,95,30,32.00577464920736,82.56528750776154,5.7187884718970885,2023.1594366448578
Lettuce,104,87,22,30.301423312028827,90.01690098583661,5.761849419411763,1951.6711266429345
Lettuce,92,93,24,33.43475293454076,88.97807182667093,5.882735446275847,2001.655310930547
Lettuce,85,83,23,30.674508185267072,86.55230192277655,5.876678967749286,2035.5249632220348
Lettuce,98,85,35,31.705620895721424,81.45510062454649,5.9579431952493405,1914.5306334653708
Lettuce,102,98,29,34.82321026840597,81.06203223478502,5.83502987714375,1941.0729564189978
Lettuce,104,80,25,30.9205356228664,89.01843118510781,6.040448535402302,2002.6232685701746
Lettuce,91,84,30,29.22501121598636,85.43104181993078,6.049160548255697,2073.500149632198
Lettuce,102,90,30,31.90648493851614,87.23889401599054,6.068590291206195,1991.3772720049662
Lettuce,86,83,21,30.716522366278394,89.5927292729746,5.918542406427964,1884.6718522030992
Lettuce,100,98,37,34.85110482599548,84.0878218875425,5.701769117916978,2016.2930251535718
Lettuce,102,82,31,33.91656763114785,89.00031286313931,6.076684317630732,1993.363098510133
Lettuce,97,86,19,31.02789673216519,82.66370972727083,5.776642406868238,2070.5166062083376
Lettuce,97,85,33,30.602964509246927,81.29527216386171,5.771718469096015,1987.6070664154583
Lettuce,98,91,36,31.347981152671352,90.98694427578639,5.748932773047721,2006.8927852576958
Lettuce,95,84,27,32.83774001649106,85.62081806180284,6.038730748986542,1942.662195519552
